role_id,position_description_id,legacy_mapping_pd_id,mapping_rank,mapping_code,mapping_name,mapping_level,mapping_validated,validation_notes,framework_code_valid
cd1dd88b-c271-53ad-9c04-c1ee93ed4ea9,332,10444,1,1028000000,EDUCATION DELIVERY,Job Family,Yes,,1
0025e125-2208-5640-8692-f94347c2175a,333,10445,1,1002002000,FACULTY OPERATIONS,Sub-family,Yes,,1
50f42562-57f5-543f-972c-78c854ce9628,334,10447,1,1020001000,EVENTS MANAGEMENT,Sub-family,Yes,,1
36b0e006-e4a9-51ad-a845-6a2c0a0a82e9,335,10448,1,1020001000,EVENTS MANAGEMENT,Sub-family,Yes,,1
5cb96f47-d524-5592-a355-7a2090a22f4a,336,10449,1,1003001000,ADMINISTRATION,Sub-family,Yes,,1
5cb96f47-d524-5592-a355-7a2090a22f4a,336,10449,1,1003001000,ADMINISTRATION,Sub-family,Yes,,1
da400586-b726-593a-a344-06ab832d6e2c,337,10450,1,1003001000,ADMINISTRATION,Sub-family,Yes,,1
5e9c0cca-8d14-54a7-9d67-fd517b91f13e,338,10451,1,1009002002,MULTIMEDIA PRODUCTION,Specialisation,Yes,,1
a7e17cf8-b0d8-5c23-b709-5146e2c71607,339,10452,1,1010004001,ADVISORY AND OPERATIONS,Specialisation,Yes,,1
30611067-2371-5220-a672-fb3bd7bef6f7,340,10454,1,1014006002,EMPLOYEE EXPERIENCE,Specialisation,Yes,,1
33a7ffb4-cfe0-53bc-b125-e3e42f382bb1,341,10455,1,1014003002,HR ADMINISTRATION,Specialisation,Yes,,1
6dc0761f-a929-507a-a70c-ed0d33bb7a19,342,10456,1,1030002000,DATA MANAGEMENT AND ANALYTICS,Sub-family,Yes,,1
5c4395e5-c470-571c-8490-ae09fa0c07a8,343,10457,1,1030009004,DevOps ENGINEERING,Specialisation,,,1
0657314b-404e-53f5-88a2-093154beed21,344,10458,1,1014001001,DIVERSITY AND INCLUSION ADVISORY/SPECIALIST,Specialisation,Yes,,1
2dd29330-e755-50bc-a4a1-31946908f2fe,345,10458,1,1014001001,DIVERSITY AND INCLUSION ADVISORY/SPECIALIST,Specialisation,Yes,,1
a4dd5d95-1645-5fe3-8fe6-1c1e26d03314,347,10460,1,1028000000,EDUCATION DELIVERY,Job Family,Yes,,1
464e0fd9-4807-5637-9594-4e5cfef6a911,348,10461,1,1009001000,CONTENT AND WRITING,Sub-family,Yes,,1
1ee26d11-02de-514d-aa89-c0431fcece6f,349,10462,1,1009001001,COPYWRITING,Specialisation,Yes,,1
1e25c31a-cb8a-5a82-a30e-fa867860d3b8,350,10463,1,1030009004,DevOps ENGINEERING,Specialisation,,,1
1e25c31a-cb8a-5a82-a30e-fa867860d3b8,350,10463,2,1030009000,SOLUTIONS DEVELOPMENT,Sub-family,,,1
572d7a39-62b7-5c21-ab11-0603e8299563,351,10464,1,1030002003,DATA GOVERNANCE AND MASTER DATA MANAGEMENT,Specialisation,,,1
a5102133-eed8-5ed1-89fc-88ce6740013e,352,10465,1,1030004001,ENTERPRISE ARCHITECTURE,Specialisation,,,1
b2c1b11a-495b-5eca-a3fa-e20955148ec1,353,10466,1,1014003002,HR ADMINISTRATION,Specialisation,Yes,,1
b043f3d4-6b41-512e-8ace-578a4d7111f2,354,10467,1,1014006001,CAPABILITY DEVELOPMENT,Specialisation,Yes,,1
f767aa29-8f46-59c3-ba8e-1e37cb57c727,355,10468,1,1030009005,INTEGRATIONS DEVELOPMENT,Specialisation,,,1
246db538-edb5-5069-94a5-70a45f0dce0d,356,10469,1,1014001001,DIVERSITY AND INCLUSION ADVISORY/SPECIALIST,Specialisation,Yes,,1
0f4dd0c3-ed8c-56cb-82e9-9b7116863b0f,357,10470,1,1014012001,INDUSTRIAL RELATIONS,Specialisation,Yes,,1
19f61ca6-08c0-5fb4-b47e-e85b716df268,358,10472,1,1022003000,EDUCATION SECTOR ENGAGEMENT,Sub-family,,,1
19f61ca6-08c0-5fb4-b47e-e85b716df268,358,10472,2,1023003001,STUDENT RECRUITMENT (DOMESTIC),Specialisation,,,1
186ad329-d0bf-54d2-a069-ccd26e9c0c8e,359,10473,1,1022004000,INDUSTRY ENGAGEMENT,Sub-family,,,1
186ad329-d0bf-54d2-a069-ccd26e9c0c8e,359,10473,2,1023003001,STUDENT RECRUITMENT (DOMESTIC),Specialisation,,,1
4e67b516-9e65-5391-b2a3-4c3d7a1bd90d,360,10474,1,1022003000,EDUCATION SECTOR ENGAGEMENT,Sub-family,,,1
4e67b516-9e65-5391-b2a3-4c3d7a1bd90d,360,10474,2,1023003001,STUDENT RECRUITMENT (DOMESTIC),Specialisation,,,1
0ed05849-37b5-5d2a-ba2a-a188da3be69d,361,10475,1,1008001000,COURSE STRATEGY AND PORTFOLIO MANAGEMENT,Sub-family,Yes,,1
973ad733-435c-500e-894f-d3a298b3658f,362,10476,1,1025001000,STRATEGIC PLANNING,Sub-family,,,1
1d3bf11e-030d-53d4-86f5-6c55fbdad52d,363,10477,1,1002002000,FACULTY OPERATIONS,Sub-family,,,1
90843654-360d-5d6b-a10f-02a94aa31328,364,10478,1,1010002000,POLICY GOVERNANCE,Sub-family,,,1
90843654-360d-5d6b-a10f-02a94aa31328,364,10478,2,1025001000,STRATEGIC PLANNING,Sub-family,,,1
6b4713f6-ebb1-5111-bf79-1125b80ac6b6,365,10479,1,1028001000,EDUCATIONAL PRACTICE AND DEVELOPMENT,Sub-family,,,1
6b4713f6-ebb1-5111-bf79-1125b80ac6b6,365,10479,2,1015001002,FACILITIES SERVICES,Specialisation,,,1
b6a165f6-c630-5f6e-9fb7-0ba5d0fc3fee,366,10480,1,1025001000,STRATEGIC PLANNING,Sub-family,,,1
aaa2588a-a334-5ad1-9493-cd1b98a51ad6,367,10481,1,1023000000,CUSTOMER SERVICE,Job Family,Yes,,1
b66e9b3b-55fc-5a59-99a7-5998c0ccc597,368,10482,1,1024000000,STUDENT SUPPORT,Job Family,Yes,,1
18baed1b-7867-5bc4-a38a-e351eca15255,369,10486,1,1026002000,PROGRAM/PROJECT AUXILLIARY AND SUPPORT,Sub-family,Yes,,1
e171e57d-cbab-5cfb-8ae9-2f3297d4f5e9,370,10487,1,1001001000,BUSINESS ANALYSIS,Sub-family,Yes,,1
211197c0-ed7f-5167-9322-19cf21b22a9e,371,10488,1,1030007000,IT STRATEGY AND GOVERNANCE,Sub-family,,,1
211197c0-ed7f-5167-9322-19cf21b22a9e,371,10488,2,1010000000,GOVERNANCE,Job Family,,,1
16d53a9d-453f-52b1-b5bf-839c0f79de30,372,10489,1,1010004001,ADVISORY AND OPERATIONS,Specialisation,Yes,,1
16d53a9d-453f-52b1-b5bf-839c0f79de30,372,10489,2,1010004002,INVESTIGATIONS,Specialisation,Yes,,1
5bb2c246-1fce-533c-a7d9-ee30a100b7f8,373,10490,1,1014010004,WHS ADVISORY/OPERATIONS,Specialisation,Yes,,1
40a0b04a-43f8-526b-9f17-1c6ce2b6ef7b,374,10491,1,1030002001,BUSINESS INTELLIGENCE (BI) DEVELOPMENT,Specialisation,Yes,,1
26874d08-0ddb-51ed-878a-be9c770a961e,375,10493,1,1030008001,HELP DESK/TECHNICAL SUPPORT,Specialisation,Yes,,1
7ad3b3f9-8015-5a77-bc14-a121c7d79f0e,376,10495,1,1014012002,EMPLOYEE ADVOCACY,Specialisation,Yes,,1
7872af35-4fe6-53c3-b94a-1aaeb6d1c0e8,377,10496,1,1030008001,HELP DESK/TECHNICAL SUPPORT,Specialisation,,,1
7b69e6d3-dda5-5411-ace8-6ed4f4fd8b69,378,10498,1,1000001000,ANALYTICS,Sub-family,,,1
7b69e6d3-dda5-5411-ace8-6ed4f4fd8b69,378,10498,2,1000002000,REPORTING (SUB),Sub-family,,,1
f727c415-2295-5050-a5a7-afec2822c995,379,10500,1,1030005003,SYSTEMS ADMINISTRATION,Specialisation,,,1
c5c65385-de97-5c31-a735-e1559845d665,380,10501,1,1030002004,DATA ARCHITECTURE,Specialisation,Yes,,1
80ac4206-bb20-584c-93fa-477dad336469,381,10502,1,1008002003,LEARNING TECHNOLOGY OPERATIONS,Specialisation,,,1
80ac4206-bb20-584c-93fa-477dad336469,381,10502,2,1008003000,CURRICULUM AND LEARNING DESIGN,Sub-family,,,1
83599eb5-9cde-5535-a181-823d6036829d,382,10503,1,1008002003,LEARNING TECHNOLOGY OPERATIONS,Specialisation,Yes,,1
929f882f-7991-5ed6-88c8-971a4ac13af1,383,10504,1,1024000000,STUDENT SUPPORT,Job Family,,,1
089e7a0a-79d0-5d89-be2d-c4fb3254c3bd,384,10505,1,1018001000,BUSINESS RELATIONSHIPS AND GROWTH,Sub-family,,,1
d547778d-51ab-53da-8b85-1b1e8d229cb4,385,10506,1,1028000000,EDUCATION DELIVERY,Job Family,Yes,,1
d547778d-51ab-53da-8b85-1b1e8d229cb4,385,10506,2,1002000000,BUSINESS OPERATIONS,Job Family,Yes,,1
3b78519d-4855-5b23-9ea5-d63ea416446f,386,10507,1,1002001000,CORPORATE AND SERVICE OPERATIONS,Sub-family,Yes,,1
6f727355-c2db-592a-b615-e8c07794c6b7,387,10508,1,1008003000,CURRICULUM AND LEARNING DESIGN,Sub-family,Yes,,1
6f727355-c2db-592a-b615-e8c07794c6b7,387,10508,2,1008001000,COURSE STRATEGY AND PORTFOLIO MANAGEMENT,Sub-family,Yes,,1
466aa999-e04e-57a0-a927-4e76e86c9a34,388,10509,1,1014002000,HR BUSINESS PARTNERING,Sub-family,Yes,,1
a9a00387-47a8-59f0-af25-e9f0b6fd0c53,389,10510,1,1030005001,DATABASE ADMINISTRATION,Specialisation,Yes,,1
0efc4955-71e7-5caa-898e-0ef57eea68a0,390,10511,1,1030007002,IT STRATEGY AND PLANNING,Specialisation,,,1
0efc4955-71e7-5caa-898e-0ef57eea68a0,390,10511,2,1030006001,IT PROGRAM/PROJECT MANAGEMENT,Specialisation,,,1
e502cce2-51f3-5ec6-b289-8b17b8be6202,391,10512,1,1014007000,PAYROLL,Sub-family,Yes,,1
1f25b8f8-ccc5-59cb-873e-202eaaeafe17,392,10513,1,1028001000,EDUCATIONAL PRACTICE AND DEVELOPMENT,Sub-family,Yes,1014006001,1
1f25b8f8-ccc5-59cb-873e-202eaaeafe17,392,10513,2,1014006001,CAPABILITY DEVELOPMENT,Specialisation,Yes,1014006001,1
ac69b8c8-4318-5e8d-a578-67e25a96272c,393,10514,1,1030009004,DevOps ENGINEERING,Specialisation,,,1
4a1c3cc6-512e-5363-b752-cbff44fc4321,394,10515,1,1009002001,DESIGN AND VISUAL COMMUNICATION,Specialisation,,,1
4a1c3cc6-512e-5363-b752-cbff44fc4321,394,10515,2,1030009000,SOLUTIONS DEVELOPMENT,Sub-family,,,1
d0cd4548-031d-5a8b-bdf2-4756947f5a40,395,10516,1,1026002000,PROGRAM/PROJECT AUXILLIARY AND SUPPORT,Sub-family,,,1
d0cd4548-031d-5a8b-bdf2-4756947f5a40,395,10516,2,1000001000,ANALYTICS,Sub-family,,,1
6ba0dae4-5caf-5bc3-a8e0-98219b51a124,396,10518,1,1028002001,TEACHING AND ASSESSMENT,Specialisation,,,1
6ba0dae4-5caf-5bc3-a8e0-98219b51a124,396,10518,2,1002002000,FACULTY OPERATIONS,Sub-family,,,1
c928d653-8dcb-581c-a64e-4508f700be7e,397,10519,1,1018001002,ACCOUNT MANAGEMENT,Specialisation,Yes,,1
c928d653-8dcb-581c-a64e-4508f700be7e,397,10519,2,1018001003,BUSINESS SALES,Specialisation,Yes,,1
f15b25c6-508d-5ea7-8f3d-d9750d74d508,399,10521,1,1030009004,DevOps ENGINEERING,Specialisation,,,1
fa6733f4-7960-5b4a-946d-7fd46917dd90,400,10522,1,1018001000,BUSINESS RELATIONSHIPS AND GROWTH,Sub-family,,,1
fa6733f4-7960-5b4a-946d-7fd46917dd90,400,10522,2,1029005002,PERFORMANCE AND COMMERCIAL INSIGHTS,Specialisation,,,1
f06075e8-2706-5172-824a-51fe62a59e0d,401,10523,1,1023003001,STUDENT RECRUITMENT (DOMESTIC),Specialisation,Yes,,1
70faf3da-b953-5669-b687-3116aee21486,402,10524,1,1002000000,BUSINESS OPERATIONS,Job Family,Yes,,1
6d487113-e0a4-557a-a18f-8166049594c4,403,10525,1,1001000000,BUSINESS IMPROVEMENT,Job Family,Yes,,1
10053cc0-92a3-50b6-b2f4-2ac5e3630a44,404,10526,1,1026001000,PROGRAM/PROJECT MANAGEMENT,Sub-family,Yes,,1
cd049316-bd30-577b-9ec3-7f9d589d1681,405,10527,1,1026002000,PROGRAM/PROJECT AUXILLIARY AND SUPPORT,Sub-family,Yes,,1
80d47d14-3ccc-5d84-bb53-28f1ca371e4f,406,10528,1,1020002000,INTEGRATED MARKETING,Sub-family,Yes,,1
1ae5dc34-b4c1-5974-be22-8c8a31a265a9,407,10530,1,1029003001,FINANCE SYSTEMS,Specialisation,Yes,,1
14294e00-43a0-5cbf-911f-f15cf2f9c9cd,408,10532,1,1030009005,INTEGRATIONS DEVELOPMENT,Specialisation,,,1
14294e00-43a0-5cbf-911f-f15cf2f9c9cd,408,10532,2,1029003001,FINANCE SYSTEMS,Specialisation,,,1
ed75004b-34a1-51ed-8f61-e710d0df1e87,409,10533,1,1009002001,DESIGN AND VISUAL COMMUNICATION,Specialisation,Yes,,1
0be51821-9bcc-5613-92ed-2f254e9bcc0b,410,10533,1,1009002001,DESIGN AND VISUAL COMMUNICATION,Specialisation,Yes,,1
0be51821-9bcc-5613-92ed-2f254e9bcc0b,410,10553,1,1031001000,PRINT OPERATIONS,Sub-family,Yes,,1
d7a06b38-9d78-574d-af0b-ba60adcf45f4,411,10535,1,1029001000,FINANCIAL OPERATIONS AND CONTROL,Sub-family,Yes,,1
0993ae29-3d85-5908-8586-733808dd4958,412,10536,1,1000001000,ANALYTICS,Sub-family,,,1
0993ae29-3d85-5908-8586-733808dd4958,412,10536,2,1000002000,REPORTING (SUB),Sub-family,,,1
fbf0609b-8eac-580c-bad9-1fa76e528576,413,10537,1,1017003002,PROCUREMENT SYSTEMS,Specialisation,Yes,,1
fbf0609b-8eac-580c-bad9-1fa76e528576,413,10537,2,1008001000,COURSE STRATEGY AND PORTFOLIO MANAGEMENT,Sub-family,Yes,,1
5659ac2b-b31b-570f-812f-0eb8bab887aa,414,10538,1,1009002001,DESIGN AND VISUAL COMMUNICATION,Specialisation,Yes,,1
02c64b26-5f12-55c3-97e8-d49c2f6fa04a,415,10539,1,1020002000,INTEGRATED MARKETING,Sub-family,Yes,,1
37e41308-03a8-5f46-b4c7-795b8b67cb01,416,10540,1,1020002000,INTEGRATED MARKETING,Sub-family,Yes,,1
a3932847-3c1f-5608-aae9-0abd6b9671a9,417,10541,1,1020002000,INTEGRATED MARKETING,Sub-family,Yes,,1
a55d39e5-33aa-5d4a-888e-91d75c657582,418,10542,1,1013000000,GOVERNMENT RELATIONS,Job Family,Yes,,1
f6409b41-3fbd-52d0-9524-b8559154614c,419,10543,1,1022004000,INDUSTRY ENGAGEMENT,Sub-family,,,1
f6409b41-3fbd-52d0-9524-b8559154614c,419,10543,2,1018001000,BUSINESS RELATIONSHIPS AND GROWTH,Sub-family,,,1
80bab167-8c65-5693-a1d1-ed098f600883,420,10544,1,1025000000,ENTERPRISE STRATEGY AND PLANNING,Job Family,Yes,,1
ccc9c255-dda2-526f-b94c-1f2534c9938a,421,10546,1,1000001000,ANALYTICS,Sub-family,Yes,,1
ff34ce83-e787-5658-a77e-fcc9f5d7d0c4,422,10548,1,1020003000,MARKET RESEARCH AND ANALYSIS,Sub-family,,,1
3598a48f-f2fc-57d7-9ff4-8d49e22e569e,423,10549,1,1000001000,ANALYTICS,Sub-family,,,1
ca397dcb-4b13-5f1f-87ee-7c834f5f31cc,424,10550,1,1031001000,PRINT OPERATIONS,Sub-family,Yes,,1
7c42cf3e-96f0-5ff8-bbff-82472fb39227,425,10551,1,1022004000,INDUSTRY ENGAGEMENT,Sub-family,,,1
7c42cf3e-96f0-5ff8-bbff-82472fb39227,425,10551,2,1018001000,BUSINESS RELATIONSHIPS AND GROWTH,Sub-family,,,1
5d8bcf10-8936-5847-a4ef-5ceebb7f4438,426,10555,1,1030009006,IT QUALITY ASSURANCE AND TESTING,Specialisation,,,1
50de2416-b190-5f46-8a3e-1b8ef37bfaf6,427,10556,1,1017003001,PROCUREMENT OPERATIONS MANAGEMENT AND SUPPORT,Specialisation,Yes,,1
718396ad-3b0b-5d0e-b403-addaea3b0ccb,428,10557,1,1026002000,PROGRAM/PROJECT AUXILLIARY AND SUPPORT,Sub-family,Yes,,1
2ed12bdf-0c1c-5424-9384-85a34f670afb,429,10558,1,1017001000,CATEGORY MANAGEMENT,Sub-family,Yes,,1
6756f41e-43a9-5dbe-80bd-074aaf6bd41c,430,10559,1,1000002000,REPORTING (SUB),Sub-family,,,1
6756f41e-43a9-5dbe-80bd-074aaf6bd41c,430,10559,2,1030002001,BUSINESS INTELLIGENCE (BI) DEVELOPMENT,Specialisation,,,1
7bbb69d0-bd03-5ced-84f6-30b397b536c9,431,10562,1,1030002003,DATA GOVERNANCE AND MASTER DATA MANAGEMENT,Specialisation,,,1
dce49938-9387-58dd-806a-760a0a01f881,432,10563,1,1015004001,ASSET MANAGEMENT STRATEGY AND PLANNING,Specialisation,,,1
6e65ef93-bf3d-5bc1-b8aa-6928f5d49a04,433,10564,1,1030007001,IT BUSINESS CONTINUITY AND DISASTER RECOVER (BCDR),Specialisation,,,1
6e65ef93-bf3d-5bc1-b8aa-6928f5d49a04,433,10564,2,1015001003,SECURITY,Specialisation,,,1
12ece960-0ffc-54c9-be2f-a49e1cb5e66b,434,10565,1,1030001004,CYBER SECURITY OPERATIONS,Specialisation,,,1
03c2e8cb-4882-5163-9bb7-875c4e9f0535,435,10565,1,1030001004,CYBER SECURITY OPERATIONS,Specialisation,,,1
f627bff9-02ef-56f0-8148-67061b1b65d5,436,10566,1,1005000000,CHANGE,Job Family,Yes,,1
01ca625f-76bf-5add-988b-d88c251e4abd,437,10567,1,1030006002,IT PROGRAM/PROJECT AUXILIARY AND SUPPORT,Specialisation,,,1
e4c50c53-d066-5116-a678-14f52a4ebf11,438,10567,1,1030006002,IT PROGRAM/PROJECT AUXILIARY AND SUPPORT,Specialisation,,,1
60cc6213-829e-565c-8628-59fa3a67900d,439,10567,1,1030006002,IT PROGRAM/PROJECT AUXILIARY AND SUPPORT,Specialisation,,,1
cbed3968-dad1-5584-9274-8ab8b960e36f,440,10568,1,1030001001,CYBER SECURITY ARCHITECTURE AND ENGINEERING,Specialisation,,,1
8b016e8c-f4e1-5bc8-9b8e-b181f7642441,441,10569,1,1029001003,ACCOUNTING OPERATIONS,Specialisation,Yes,,1
8b016e8c-f4e1-5bc8-9b8e-b181f7642441,441,10569,2,1003001000,ADMINISTRATION,Sub-family,Yes,,1
155a4561-1a49-5ee1-bdd7-f3fb2bd90aca,442,10570,1,1029001003,ACCOUNTING OPERATIONS,Specialisation,Yes,,1
423c80b7-30ca-572d-9f8e-20dcd6077a7e,443,10571,1,1030005003,SYSTEMS ADMINISTRATION,Specialisation,,,1
5893ed5d-ddd4-54d1-ba74-e3cc88a32c04,444,10571,1,1030005003,SYSTEMS ADMINISTRATION,Specialisation,,,1
dc98cad8-05d3-5807-a9aa-97b54c10d057,447,10574,1,1026001000,PROGRAM/PROJECT MANAGEMENT,Sub-family,Yes,,1
b72461ac-2a0a-5eaf-ad58-0cda318b0ad1,448,10575,1,1008003002,INSTRUCTIONAL DESIGN,Specialisation,Yes,,1
f4fa5fde-73e9-5ca6-8fb8-0cdeaf809d54,449,10577,1,1014008002,ABORIGINAL RECRUITMENT,Specialisation,Yes,,1
f4fa5fde-73e9-5ca6-8fb8-0cdeaf809d54,449,10577,2,1014001002,ABORIGINAL ADVISORY/SPECIALIST,Specialisation,Yes,,1
9d1ba12a-6953-5078-adc6-be55bd18e6f8,450,10581,1,1005000000,CHANGE,Job Family,Yes,,1
952b136b-ada7-5518-afbc-7757c792c96e,451,10582,1,1020003000,MARKET RESEARCH AND ANALYSIS,Sub-family,Yes,,1
952b136b-ada7-5518-afbc-7757c792c96e,451,10582,2,1025002000,STRATEGIC RESEARCH AND ANALYSIS,Sub-family,Yes,,1
894126a9-3976-58f8-a3fe-bdc3ae2e190e,453,10586,1,1014003001,EMPLOYEE SERVICES,Specialisation,Yes,,1
671d4ddc-ab7b-51cc-96fe-59d635bf60e9,454,10587,1,1014003002,HR ADMINISTRATION,Specialisation,Yes,,1
95cda090-101e-5ed1-9b94-2e59553a9e8d,455,10591,1,1014001001,DIVERSITY AND INCLUSION ADVISORY/SPECIALIST,Specialisation,Yes,,1
8eb889c5-6688-5ea5-a883-df8ad47f22bd,456,10593,1,1014010002,WHS GOVERNANCE AND REPORTING,Specialisation,Yes,,1
e8ca09db-314e-500c-8f6a-007f59ed611a,457,10594,1,1022001000,ABORIGINAL COMMUNITY ENGAGEMENT,Sub-family,Yes,,1
0d021c8b-6f0a-55a8-899e-c2ac86501d77,458,10596,1,1014004000,HR REPORTING AND ANALYTICS,Sub-family,Yes,,1
909df89f-a12f-54dd-bbee-616f0b46b8e5,459,10597,1,1020003000,MARKET RESEARCH AND ANALYSIS,Sub-family,Yes,,1
7ec95cdb-77b9-52e3-b152-8da611823a11,460,10598,1,1026002000,PROGRAM/PROJECT AUXILLIARY AND SUPPORT,Sub-family,Yes,,1
e1811313-3ef3-5c37-96b3-0da2542679cd,461,10599,1,1010003002,RECORDS AND INFORMATION MANAGEMENT,Specialisation,Yes,,1
b669aefc-c651-51a8-9f2c-3c4d11714926,462,10601,1,1025000000,ENTERPRISE STRATEGY AND PLANNING,Job Family,Yes,,1
7be41cf0-d14e-54cb-a844-d4a9d8bda19c,463,10602,1,1025002000,STRATEGIC RESEARCH AND ANALYSIS,Sub-family,Yes,,1
7be41cf0-d14e-54cb-a844-d4a9d8bda19c,463,10602,2,1008001000,COURSE STRATEGY AND PORTFOLIO MANAGEMENT,Sub-family,Yes,,1
67a93de1-930a-5669-b44c-278deeb90e62,464,10603,1,1014003003,HR SYSTEMS,Specialisation,Yes,,1
5fa93746-1a32-5002-ac61-187446e64abb,465,10604,1,1014003001,EMPLOYEE SERVICES,Specialisation,Yes,,1
e24e2092-c4fc-511f-96ca-570f5334f764,466,10605,1,1014007000,PAYROLL,Sub-family,Yes,,1
f4dbef2b-ce45-57b0-9098-8dc01b4f16ff,467,10607,1,1025000000,ENTERPRISE STRATEGY AND PLANNING,Job Family,Yes,,1
3be10b89-6e0a-56f7-a944-a031884be65b,468,10608,1,1025002000,STRATEGIC RESEARCH AND ANALYSIS,Sub-family,Yes,,1
43e85222-40d8-5845-92ec-dc4efdd584b5,469,10609,1,1014007000,PAYROLL,Sub-family,Yes,,1
e812461c-7858-5a66-8e1e-d57d08be4370,470,10610,1,1025001000,STRATEGIC PLANNING,Sub-family,Yes,,1
9939b105-7386-5a95-9637-a732cce0c441,471,10611,1,1025002000,STRATEGIC RESEARCH AND ANALYSIS,Sub-family,Yes,,1
45069487-564e-50e2-83db-458647c7cc09,472,10613,1,1021000000,STRATEGIC POLICY,Job Family,Yes,,1
39cc01a0-8a80-5386-af00-a8a60ffc8722,473,10614,1,1014010001,HEALTH AND WELLBEING,Specialisation,Yes,,1
43561f09-2d12-550e-b9e7-0a27ad8747cb,474,10615,1,1030005003,SYSTEMS ADMINISTRATION,Specialisation,,,1
ee54eb5a-32c1-5ed0-8686-ba4ea94415bc,475,10616,1,1025000000,ENTERPRISE STRATEGY AND PLANNING,Job Family,Yes,,1
ee54eb5a-32c1-5ed0-8686-ba4ea94415bc,475,10616,2,1021000000,STRATEGIC POLICY,Job Family,Yes,,1
1e498cfc-9147-50ba-83a1-8ef872439c49,476,10617,1,1014008000,RECRUITMENT (SUB),Sub-family,Yes,,1
41a363d4-a3bb-5f26-afd5-dbe21dc2c7a9,477,10618,1,1017002000,PROCUREMENT CONTRACT MANAGEMENT,Sub-family,,,1
adc5dd0f-2f27-5a1f-be72-fa74f7006c74,478,10619,1,1025001000,STRATEGIC PLANNING,Sub-family,Yes,,1
396b4731-1a7f-507f-b4ca-653f87dfbcf2,479,10621,1,1025001000,STRATEGIC PLANNING,Sub-family,,,1
396b4731-1a7f-507f-b4ca-653f87dfbcf2,479,10621,2,1025002000,STRATEGIC RESEARCH AND ANALYSIS,Sub-family,,,1
4524870d-7a8a-550b-895a-05921cd3001a,480,10622,1,1025001000,STRATEGIC PLANNING,Sub-family,Yes,,1
3f15070b-a620-52dd-b71f-fbce12feb6ff,481,10623,1,1010005000,SECRETARIAT,Sub-family,Yes,,1
a11e044d-0592-5511-9c67-06f7267a4a40,483,10626,1,1021000000,STRATEGIC POLICY,Job Family,Yes,,1
9c8adad2-0f1f-5a10-8c94-c755bdd358e1,484,10628,1,1025002000,STRATEGIC RESEARCH AND ANALYSIS,Sub-family,Yes,,1
25bfb5eb-db0d-5091-ab84-79cc83048abd,485,10629,1,1005000000,CHANGE,Job Family,Yes,,1
0d252334-0b1c-5804-931a-15ee2beafb34,486,10630,1,1014001000,DIVERSITY AND INCLUSION,Sub-family,Yes,,1
90b3d396-f25c-57fc-9cf9-600f495e4121,487,10631,1,1021000000,STRATEGIC POLICY,Job Family,Yes,,1
e97eba23-8c2a-5b52-9d53-0ebd1c2dc83d,488,10632,1,1025002000,STRATEGIC RESEARCH AND ANALYSIS,Sub-family,Yes,,1
6453b8da-978c-5b2d-a8f3-3cc232cb2b20,489,10634,1,1013000000,GOVERNMENT RELATIONS,Job Family,Yes,,1
8eb13f4c-1b33-534e-9d85-5dea5ec7c8f3,490,10635,1,1005000000,CHANGE,Job Family,Yes,,1
93d63d0f-0cbc-5a66-a09a-8eedd6bf9d1f,491,10636,1,1014010000,WORK HEALTH AND SAFETY,Sub-family,Yes,,1
07822a39-baba-53f1-81f8-120f23cfe761,492,10638,1,1025002000,STRATEGIC RESEARCH AND ANALYSIS,Sub-family,,,1
07822a39-baba-53f1-81f8-120f23cfe761,492,10638,2,1000001000,ANALYTICS,Sub-family,,,1
4d73a0b2-2218-5045-b56f-4cfc78c2f5ae,493,10639,1,1014011001,WORKFORCE PLANNING,Specialisation,Yes,,1
745c7583-7d35-56a2-be61-87d1fe425b17,494,10640,1,1021000000,STRATEGIC POLICY,Job Family,Yes,,1
7ca1e779-9795-53c5-9748-43cd78a67c1a,495,10641,1,1014006002,EMPLOYEE EXPERIENCE,Specialisation,,,1
4767ef51-3fd9-5816-a110-f39dd4060d1e,496,10642,1,1025002000,STRATEGIC RESEARCH AND ANALYSIS,Sub-family,Yes,,1
6b3f9ffa-3fde-55ac-91b6-25e5d9b291b5,497,10643,1,1014007000,PAYROLL,Sub-family,,,1
6b3f9ffa-3fde-55ac-91b6-25e5d9b291b5,497,10643,2,1010001001,AUDIT AND RISK ADVISORY AND OPERATIONS,Specialisation,,,1
97e8dacb-cfb0-5c42-a096-c11d123184e8,498,10644,1,1001001000,BUSINESS ANALYSIS,Sub-family,,,1
9564df1d-b7a1-5201-97e1-5627998179a6,499,10650,1,1025000000,ENTERPRISE STRATEGY AND PLANNING,Job Family,Yes,,1
b711c4c0-47a6-5054-8c10-72c64fbf4d6c,500,10651,1,1010004001,ADVISORY AND OPERATIONS,Specialisation,,,1
812ab79e-1e4c-500c-a01c-87f5782ebfe3,501,10652,1,1014002000,HR BUSINESS PARTNERING,Sub-family,Yes,,1
b80a1283-4035-5a11-857d-56c4f6a4ead6,502,10653,1,1015001002,FACILITIES SERVICES,Specialisation,Yes,,1
f503ad40-5855-5fb8-b4dd-9af4347ee3e9,503,10654,1,1014003001,EMPLOYEE SERVICES,Specialisation,Yes,,1
158a8257-4dbf-5b37-925e-baa7c4f0e35c,504,10655,1,1025002000,STRATEGIC RESEARCH AND ANALYSIS,Sub-family,Yes,,1
